bookID,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary,
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,eng,58,9,2,2/1/2006,Oni Press,"Nobody knows more about the differences between the sexes than John Gray, Ph.D. He is the man America turns to for help in deciphering the myriad complexities men and women face daily in their interactions with each other. The author of nine bestsellers--including the history-making Men Are from Mars, Women Are from Venus--John Gray expands on the expert advice touched upon in his previous books and distills each message into a powerful, inspiring daily meditation in this newest volume. There's no doubt about it: The relationship between men and women is extremely complex. We often forget just how different the sexes are, and become frustrated and confused by a loved one's behavior. Every day we need to be reminded of these differences and realize that it's okay to be different as long as we recognize and understand the behavior of the opposite sex. In Men Are from Mars, Women Are from Venus Book of Days, John Gray provides us with daily inspirations that lovingly and insightfully remind us of the contrasts between Mars and Venus, allowing us to solve conflicts in our relationships.

Each month is devoted to a single theme, with the daily meditations enlarging on the particular subject at hand. The topics correlate with the very traits of the month itself: January, an exhilarating time of new beginnings, inspires resolve and the desire to excel. In February, when we find ourselves deep in winter's grip and challenged by constant emotional upheaval, we seek reminders of the importance of commitment and the need for patience. May concentrates on such springtime issues as harmony and appreciation. The topics discussed are as diverse as relationships are.

Inside you'll find comforting and helpful advice on:




The true meaning of equality


Improving communication


Giving and receiving emotional support


The awakening of our inner qualities


Needing time alone


Keeping the passion alive


Reacting to stress
Whether you need the thoughtful reminders yourself or know a friend or loved one who will benefit from these beautiful reflections, Men Are from Mars, Women Are from Venus Book of Days is a classic that no bookshelf should be without.

The Men Are from Mars, Women Are from Venus Book of Days contains 365 inspirations to remind you each day of the basic differences between men and women

Women love a man with a plan; men love a woman with a smile.

A woman is like a wave. When she feels loved, her self-esteem rises and falls like a wave in motion. When she is feeling really good, she will reach a peak, but then suddenly her mood may change and her wave crashes down. This crash is temporary. After she reaches bottom, her mood will shift suddenly, and she will again feel good about herself. Automatically, her wave begins to rise back up...By recognizing this pattern, a man doesn't take it personally. When he doesn't feel as if he is being blamed for her downs, he can be more supportive.

A rubber band is the perfect metaphor to understand the male intimacy cycle, which involves getting close, pulling away, and then getting close again...Most women are surprised to realize that even when a man loves a woman, periodically he needs to pull away before he can get closer. Men instinctively feel this urge to pull away. It is not a decision or a choice. It just happens. It is neither his fault nor her fault. It is a natural cycle.

Romance for women is when a man does things without her having to ask; romance for men is when a woman appreciates the things he does.

Showing interest is one of the most important secrets to opening a woman's heart.

A man is free to be the best he can be when he feels accepted just the way he is.

Women need to work on trusting, while men need to work on caring. (less)",
944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,eng,95,59,7,8/1/2002,Cambridge University Press,"The most well-know, long-lived, and tried-and-tested relationships guide ever, the phenomenal #1 New York Times bestseller Men Are From Mars, Women Are From Venus is now available for the first time ever as an audio book. In this classic guide to understanding the opposite sex, Dr. John Gray provides a practical and proven way for men and women to improve their communication by acknowledging the differences between their needs, desires, and behaviors. No other relationship guide on the market will give you the same level of evidence-based insight sure to help you strengthen and nurture your relationships for years to come. (less)",
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,eng,0,22,4,1/1/2005,Moody Publishers,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear.

A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge. (less)",
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng,736,2418736,21303,4/1/2006,Pocket Books,"An all-absorbing journey into man's possible past. Jean M. Auel, a storytelling genius, weaves a compellingly readable saga of human survival; an epic that transcends time and place. It is peopled with rich and complex characters who experience the full range of human emotions. All this makes for total involvement and believability in the light of today. A novel for all time. (less)",
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,spa,508,196,20,12/1/2005,Umbriel,"Billy Beane, general manager of MLB's Oakland A's and protagonist of Michael Lewis's Moneyball, had a problem: how to win in the Major Leagues with a budget that's smaller than that of nearly every other team. Conventional wisdom long held that big name, highly athletic hitters and young pitchers with rocket arms were the ticket to success. But Beane and his staff, buoyed by massive amounts of carefully interpreted statistical data, believed that wins could be had by more affordable methods such as hitters with high on-base percentage and pitchers who get lots of ground outs. Given this information and a tight budget, Beane defied tradition and his own scouting department to build winning teams of young affordable players and inexpensive castoff veterans.
Lewis was in the room with the A's top management as they spent the summer of 2002 adding and subtracting players and he provides outstanding play-by-play. In the June player draft, Beane acquired nearly every prospect he coveted (few of whom were coveted by other teams) and at the July trading deadline he engaged in a tense battle of nerves to acquire a lefty reliever. Besides being one of the most insider accounts ever written about baseball, Moneyball is populated with fascinating characters. We meet Jeremy Brown, an overweight college catcher who most teams project to be a 15th round draft pick (Beane takes him in the first). Sidearm pitcher Chad Bradford is plucked from the White Sox triple-A club to be a key set-up man and catcher Scott Hatteberg is rebuilt as a first baseman. But the most interesting character is Beane himself. A speedy athletic can't-miss prospect who somehow missed, Beane reinvents himself as a front-office guru, relying on players completely unlike, say, Billy Beane. Lewis, one of the top nonfiction writers of his era (Liar's Poker, The New New Thing), offers highly accessible explanations of baseball stats and his roadmap of Beane's economic approach makes Moneyball an appealing reading experience for business people and sports fans alike. --John Moe
(less)",
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,spa,18,65,7,12/1/2005,FonoLibro,"BradyGames' Juiced Official Strategy Guide includes the following:  Track Maps: Each map is broken down to give you the best chance of winning.

Full Car List: Get all the stats on all the hottest rides!

Crew Management Tips: Get the best crew and learn what it takes to win!

Rival Crew Challenges: Discover the ins and outs of every challenge and get the best strategy to crush rival crews!

And More: Racing schedules, part listings, pro tips, crewmate data, and showoff tricks!

Platform: PlayStation 2, Xbox, & PC Genre: Sports/Racing This title is available for sale worldwide. (less)",
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng,489,1679706,35877,3/28/2006,Anchor,"Abarrach, the Realm of stone. Here, on a barren world of underground caverns built around a core of molten lava, the lesser races -- humans, elves, and dwarves -- seem to have all died off. Here, too, what may well be the last remnants of the once powerful Sartan still struggle to survive. For Haplo and Alfred -- enemies by heritage, traveling companions by necessity -- Abarrach may reveal more than either dares to discover about the history of Sartan... and the future of all their descendants."" (less)",
969,The Da Vinci Code,Dan Brown,3.84,eng,467,1120,105,3/28/2006,Broadway Books,"2,300 years ago an unbeaten army of the West invaded the homeland of a fierce Eastern tribal foe. This is one soldier’s story . . .

The bestselling novelist of ancient warfare returns with a riveting historical novel that re-creates Alexander the Great’s invasion of the Afghan kingdoms in 330 b.c.
In a story that might have been ripped from today’s combat dispatches, Steven Pressfield brings to life the confrontation between an invading Western army and fierce Eastern warriors determined at all costs to defend their homeland. Narrated by an infantryman in Alexander’s army, The Afghan Campaign explores the challenges, both military and moral, that Alexander and his soldiers face as they embark on a new type of war and are forced to adapt to the methods of a ruthless foe that employs terror and insurgent tactics. An edge-of-your-seat adventure, The Afghan Campaign once again demonstrates Pressfield’s profound understanding of the hopes and desperation of men in battle and of the historical realities that continue to influence our world. (less)",
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,fre,744,377,16,5/3/2005,Pocket,"Brilliant at war, a master of politics, and a charismatic lover, Alcibiades was Athens’ favorite son and the city’s greatest general.

A prodigal follower of Socrates, he embodied both the best and the worst of the Golden Age of Greece. A commander on both land and sea, he led his armies to victory after victory.

But like the heroes in a great Greek tragedy, he was a victim of his own pride, arrogance, excess, and ambition. Accused of crimes against the state, he was banished from his beloved Athens, only to take up arms in the service of his former enemies.

For nearly three decades, Greece burned with war and Alcibiades helped bring victories to both sides — and ended up trusted by neither.

Narrated from death row by Alcibiades’ bodyguard and assassin, a man whose own love and loathing for his former commander mirrors the mixed emotions felt by all Athens, Tides of War tells an epic saga of an extraordinary century, a war that changed history, and a complex leader who seduced a nation. (less)",
975,Deception Point,Dan Brown,3.71,eng,736,4919,410,4/1/2006,Pocket Books,"In the time before Homer, the legendary Theseus, King of Athens (an actual historical figure), set sail on a journey that brought him into the land of tal Kyrte, the “free people,” a nation of proud female warriors whom the Greeks called “Amazons.” The Amazons, bound to each other as lovers as well as fighters, distrusted the Greeks, with their boastful talk of “civilization.” So when the great war queen Antiope fell in love with Theseus and fled with the Greeks, the mighty Amazon nation rose up in rage.

Last of the Amazons is not merely a masterful tale of war and revenge. Pressfield has created a cast of extraordinarily vivid characters, from the unforgettable Selene, whose surrender to the Greeks does nothing to tame her; to her lover, Damon, an Athenian warrior who grows to cherish the wild Amazon ways; to the narrator, Bones, a young girl from a noble family who was nursed by Selene from birth and secretly taught the Amazon way; to the great Theseus, the tragic king; and to Antiope, the noble queen who betrayed tal Kyrte for the love of Theseus.

With astounding immediacy and extraordinary attention to military detail, Pressfield transports readers into the heat and terror of war. Equally impressive is his creation of the Amazon nation, its people, its rituals and myths, its greatness and savagery. Last of the Amazons is thrilling on every page, an epic tale of the clash between wildness and civilization, patriotism and love, man and woman. (less)",
977,Deception Point,Dan Brown,3.71,eng,585,3353,183,5/1/2004,Corgi Books,"Deep in India's past, Lord Krishna revealed the 700 verse Bhagavad-gita, a spiritual poem containing universal, non-sectarian truths. In 1995, Steven Pressfield decided to introduce the Bhagavad-gita to a contemporary audience, so he restructured the Gita in terms of a golf novel, The Legend of Bagger Vance. As he says, ""In the Gita the troubled warrior Arjuna receives instruction from Krishna, Supreme Lord of the Universe, who has assumed human form as Arjuna's charioteer. Instead of a troubled warrior, it's a troubled golf champion (Rannulph Junah); instead of his charioteer, it's his caddie Bagger Vance."" Now a major motion picture directed by Robert Redford and starring Matt Damon and Will Smith, The Legend of Bagger Vance is loosely based on the ancient Hindu epic. Steven Rosen, in Gita on the Green: The Mystical Tradition Behind Bagger Vance, draws the story out further using some thirty years of Gita scholarship and a writing style that is both eloquent and thorough. Rosen takes us on a colorful journey into the golf world of Bagger Vance, as well as into the spiritual realm of Bhagavan Sri Krishna. By the end of the journey, one realizes that one has just read a commentary on the Bhagavad-gita while hitting a hole in one.
Steven J. Rosen is the author of fifteen books on East-Indian philosophy and spirituality. For the last eight years he has been the editor of The Journal of Vaishnavi Studies (an interdisciplinary quarterly). He is currently part of an editorial team working to complete The Encyclopedia of Hinduism, an eighteen volume compendium of Indian thought (forthcoming, 2003, University of South Carolina Press).
(less)",
980,Deception Point,Dan Brown,3.71,eng,448,61,4,8/1/2005,Bantam Press,"The dynamic story of the life and times of five Marine corporals and sergeants, men at the front lines of the war in Iraq. First extended account of the Marine experience fighting the Iraq insurgency from the grunt's perspective. Author interviewed charismatic and controversial Marine Gen. James N. ""Mad Dog"" Mattis, a legendary Marine commander revered by the grunts and gives new details about the battle for Fallujah. A sometimes harrowing, often humorous, and occasionally tragic look at the Marine Corps from the inside out in its struggle with the insurgency in Iraq. Drawing from personal experience in the confusing, deadly conflict currently being fought in the streets and back alleys of Iraqi towns and villages, Danelo focuses on the young Marine leaders--corporals and sergeants--whose job it is to take even younger Marines into battle, close with and destroy an elusive enemy, and bring their boys back home again. Sadly, there are losses, but true to the Marine Corps spirit, they soldier on, earning their blood stripes the only way they know how--the hard way. (less)",
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,eng,383,456,41,2/1/2005,Pinnacle,"In the Phaedrus Plato(427-347 B.C.) is concerned with establishing the principles of rhetoric.
Through the mouths of Socrates and Phaedrus he argues that rhetoric is only acceptable as an art when it is firmly based on the truth inspired by love, the common experience of true philosophic activity. It is in this dialogue that Plato employs the famous image of love as the driver of the chariot of souls.
The seventh and eight letters (which are accepted as genuine amongst those attributed to Plato) provide fascinating glimpses into the contemporary power struggle in Sicily and evidence his failure to put into practice his theory of philosopher-king.
(less)",
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,eng,258,61760,2600,10/1/1998,Gallery Books,"Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity. Co-occurrence graphs depict character-to-character interactions as well character to place interactions. Sentiment indexes identify positive and negative trends in mood within each chapter. Frequency graphs help display the impact this book has had on popular culture since its original date of publication. Use Trajectory analytics to deepen comprehension, to provide a focus for discussions and writing assignments, and to engage new readers with some of the greatest stories ever told.
""Phaedrus"", by Plato, is a discussion between Socrates, and Phaedrus as Socrates is in prison awaiting execution.
(less)",
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320,88897,2334,9/1/2005,Tarcherperigee,"Set in the idyllic countryside outside Athens, the Phaedrus is a dialogue between the philosopher Socrates and his young friend Phaedrus, inspired by their reading of a clumsy speech by the writer Lysias about love. After first considering the virtues of romantic love, their conversation develops into a wide-ranging discussion on such subjects as the pursuit of beauty, the nature of humanity, the immortality of the soul and the attainment of truth, and ends with an in-depth consideration of the principles of rhetoric. Probably a work of Plato’s maturity, the Phaedrus represents a high point in his achievement as a writer. It remains a fascinating exploration of love, mortality, destiny and what it means to be human. (less)",
1007,Think and Grow Rich,Napoleon Hill,4.18,eng,368,48,9,8/7/2004,High Roads Media,"""And when the other is beside him, he shares his respite from anguish; when he is absent, he likewise shares his longing and being longed for, since he possesses that counterlove which is the image of love, though he supposes it to be friendship rather than love, and calls it by that name"" (from the Phaedrus).

The nature of love and friendship and their varying manifestations have stimulated philosophical interest for centuries. How should we understand such concepts as: the beloved, physical beauty, the beauty that transcends the physical, and the power of love between men as the ancient Greeks understood it? In these three dialogues, the Lysis, Phaedrus, and Symposium, Socrates, the gadfly of Athens, searches for the truth about love and friendship. In doing so, he reveals how his Athenian contemporaries regarded homosexual love as an educative, aesthetic, and social force. (less)",
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,eng,256,173,14,6/7/2006,Pragmatic Bookshelf,"Plato's famous dialogue, the Phaedrus, was variously subtitled in antiquity: ""On Beauty"", ""On Love"", ""On the Psyche"". It is also concerned with the art of rhetoric, of thought and communication.Pieper, noted for the grace and clarity of his style, gives an illuminating and stimulating interpretation of the dialogue. Leaving the more recondite scholarly preoccupations aside, he concentrates on the content, bringing the actual situation in the dialogue -- Athens and its intellectuals engaged in spirited debate -- alive. Equally alive is the discussion of ideas, which are brought to bear on contemporary experience and made to prove the perennial validity of Socratic wisdom, and its power to excite the mind. The main thesis -- that in poetry and in love man is ""beside himself"", that is, divinely inspired -- is discussed with reference to modern poets, novelists, and modern psychology. (less)",
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,en-US,288,253,17,6/1/2005,Firebrand Books,"This collection features Plato's writings on sex and love in the preeminent translations of Stanley Lombardo, Paul Woodruff and Alexander Nehamas, D.S. Hutchinson, and C.D.C. Reeve.
Reeve's Introduction provides a wealth of historical information about Plato and Socrates, and the sexual norms of classical Athens. His introductory essay looks closely at the dialogues themselves and includes the following sections: Socrates and the Art of Love; Socrates and Athenian Paiderastia; Loving Socrates; Love and the Ascent to the Beautiful; The Art and Psychology of Love Explained; and Writing about Love.
(less)",
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,en-US,384,12748,948,12/28/2004,Ballantine Books,"With a masterful sense of the place of rhetoric in both thought and practice and an ear attuned to the clarity, natural simplicity, and charm of Plato's Greek prose, James H. Nichols, Jr., offers precise yet unusually readable translations of two great Platonic dialogues on rhetoric.
The Gorgias presents an intransigent argument that justice is superior to injusticeto the extent that suffering an injustice is preferable to committing an unjust act. The dialogue contains some of Plato's most significant and famous discussions of major political themes, and focuses dramatically and with unrivaled intensity on Socrates as a political thinker and actor. Featuring some of Plato's most soaringly lyrical passages, the Phaedrus investigates the soul's erotic longing and its relationship to the whole cosmos, as well as inquiring into the nature of rhetoric and the problem of writing.
Nichols's attention to dramatic detail brings the dialogues to life. Plato's striking variety in conversational address (names and various terms of relative warmth and coolness) is carefully reproduced, as is alteration in tone and implication even in the short responses. The translations render references to the gods accurately and non-monotheistically for the first time, and include a fascinating variety of oaths and invocations. A general introduction on rhetoric from the Greeks to the present shows the problematic relation of rhetoric to philosophy and politics, states the themes that unite the two dialogues, and outlines interpretive suggestions that are then developed more fully for each dialogue.
The twin dialogues reveal both the private and the political rhetoric emphatic in Plato's philosophy, yet often ignored in commentaries on it. Nichols believes that Plato's thought on rhetoric has been largely misunderstood, and he uses his translations as an opportunity to reconstruct the classical position on right relations between thought and public activity.
(less)",
1052,The Richest Man in Babylon,George S. Clason,4.26,eng,194,76451,3400,2/1/2008,Berkley Books,"Taking the form of a dialogue between Socrates, Gorgias, Polus and Callicles, GORGIAS debates perennial questions about the nature of government and those who aspire to public office.
Are high moral standards essential or should we give our preference to the pragmatist who gets things done or negotiates successfully? Should individuals be motivated by a desire for personal power and prestige, or genuine concern for the moral betterment of the citizens?
These questions go to the heart of Athenian democratic principles and are more relevant than ever in today's political climate. (less)",
1053,The Richest Man in Babylon,George S. Clason,4.26,eng,4,86,15,6/17/2005,Recorded Books  Inc.,"One of the masterpieces of classical literature, the ""Histories"" describes how a small and quarrelsome band of Greek city states united to repel the might of the Persian empire. But while this epic struggle forms the core of his work, Herodotus' natural curiosity frequently gives rise to colorful digressions - a description of the natural wonders of Egypt; an account of European lake-dwellers; and far-fetched accounts of dog-headed men and gold-digging ants. With its kaleidoscopic blend of fact and legend, the ""Histories"" offers a compelling Greek view of the world of the fifth century BC. (less)",
1059,Shibumi,Trevanian/Gisela Stege,4.21,eng,480,9498,637,5/10/2005,Broadway Books,"Herodotus of Halicarnassus was born about 484 BCE & died some 60 years later. He traveled over much of the known ancient world, making trips to places such as southern Italy, lower Egypt & the Caucasus. His great History, the 1st major prose work in world literature, is an account of his world at the time of the Persian Wars. The book, here ably translated by University of Chicago scholar David Grene, earned Herodotus the epithet ""The Father of History"" in ancient times. He distinguishes between the things seen with his own eyes & those of which he had only heard. But he was often too credulous of things told to him by his peers along the way, for which reason his younger contemporary Thucydides called him ""The Father of Lies."" Renowned in his own time for his humanity & wide-ranging curiosity, Herodotus shows an insatiable appetite for both useful information & a good yarn. The History is a starting point for any student of the past. (less)",
1067,1776,David McCullough,4.07,eng,386,166916,6243,7/4/2006,Simon  Schuster,"Herodotus is not only known as the `father of history', as Cicero called him, but also the father of ethnography; as well as charting the historical background to the Persian Wars, his curiosity also prompts frequent digression on the cultures of the peoples he introduces. While much of the information he gives has proved to be astonishingly accurate, he also entertains us with delightful tales of one-eyed men & gold-digging ants. This readable new translation is supplemented with expansive notes that provide readers the background that they need to appreciate the book in depth. (less)",
1068,1776,Peter  Stone/Sherman Edwards,4.22,eng,192,1299,30,11/18/1976,Penguin Books,"s/t: New Translation, Selections, Backgrounds, Commentaries
This Norton Critical Edition offers an introduction to Herodotus for students approaching the history of Western Civilization or classical Greece for the first time. It features a new translation and selection of Herodotus’s The Histories by Walter Blanco, supplemented by critical works chosen by Jennifer Roberts.

Walter Blanco's translation manages both to remain true to the spirit and letter of the original Greek and to be readily understandable to American students.

The selections from The Histories show Herodotus as ethnographer and as narrative historian, including his rich descriptions of Egyptian civilization and its contributions to Greek culture and his dramatic account of the Persian wars

""Backgrounds and Commentaries"" provide students with a context for understanding Herodotus’s place at the genesis of the historical narrative tradition. Great classical accounts by Aeschylus, Thucydides, Aristotle, and Plutarch serve as comparative pieces in early historical narrative while critical commentaries by modern scholars—including Hume, Mill, Macaulay, Collingwood, Momigliano, Ferrill, and others—engage students in the debate over Herodotus’s historical authority.

A master Map, Chronology of Events, Glossary of names, places, and terms, and explanatory footnotes facilitate the student’s understanding of this work. A Bibliography directs readers to resources for further study. (less)",
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,eng,284,31,5,7/15/2000,University of Chicago Press,"Herodotus is not only the father of the art and the science of historical writing but also one of the Western tradition's most compelling storytellers. In tales such as that of Gyges--who murders Candaules, the king of Lydia, and unsurps his throne and his marriage bed, thereby bringing on, generations later, war with the Persians--he laid bare the intricate human entanglements at the core of great historical events. In his love for the stranger, more marvelous facts of the world, he infused his magnificent history with a continuous awareness of the mythic and the wonderful. (less)",
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,418,200744,7656,3/4/2009,Howard Publishing Co,"David Grene, one of the best known translators of the Greek classics, splendidly captures the peculiar quality of Herodotus, the father of history.

Here is the historian, investigating and judging what he has seen, heard, and read, and seeking out the true causes and consequences of the great deeds of the past. In his History, the war between the Greeks and Persians, the origins of their enmity, and all the more general features of the civilizations of the world of his day are seen as a unity and expressed as the vision of one man who as a child lived through the last of the great acts in this universal drama.

In Grene's remarkable translation and commentary, we see the historian as a storyteller, combining through his own narration the skeletal ""historical"" facts and the imaginative reality toward which his story reaches. Herodotus emerges in all his charm and complexity as a writer and the first historian in the Western tradition, perhaps unique in the way he has seen the interrelation of fact and fantasy.

""Reading Herodotus in English has never been so much fun. . . . Herodotus crowds his fresco-like pages with all shades of humanity. Whether Herodotus's view is 'tragic,' mythical, or merely common sense, it provided him with a moral salt with which the diversity of mankind could be savored. And savor it we do in David Grene's translation.""—Thomas D'Evelyn, Christian Science Monitor

""Grene's work is a monument to what translation intends, and to what it is hungry to accomplish. . . . Herodotus gives more sheer pleasure than almost any other writer.""—Peter Levi, New York Times Book Review

(less)",
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,eng,5,26,2,3/15/2005,Zondervan,"Dating to the ninth century B.C., Homer’s timeless poem still vividly conveys the horror and heroism of men and gods wrestling with towering emotions and battling amidst devastation and destruction, as it moves inexorably to the wrenching, tragic conclusion of the Trojan War. Renowned classicist Bernard Knox observes in his superb introduction that although the violence of the Iliad is grim and relentless, it coexists with both images of civilized life and a poignant yearning for peace.

Combining the skills of a poet and scholar, Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, brings the energy of contemporary language to this enduring heroic epic. He maintains the drive and metric music of Homer’s poetry, and evokes the impact and nuance of the Iliad’s mesmerizing repeated phrases in what Peter Levi calls “an astonishing performance.” (less)",
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399,190039,4922,7/5/2005,Harper Perennial,"""Gripping. . . . Lombardo's achievement is all the more striking when you consider the difficulties of his task. . . . [He] manages to be respectful of Homer's dire spirit while providing on nearly every page some wonderfully fresh refashioning of his Greek. The result is a vivid and disarmingly hardbitten reworking of a great classic.""
—Daniel Mendelsohn, The New York Times Book Review (less)",
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,eng,384,811,77,4/4/2002,Penguin Books,"Anger be now your song, immortal one,
Akhilleus' anger, doomed and ruinous,
that caused the Akhaians loss on bitter loss
and crowded brave souls into the undergloom,
leaving so many dead men-carrion
for dogs and birds; and the will of Zeus was done.
-Lines 1-6



Since it was first published, Robert Fitzgerald's prizewinning translation of Homer's battle epic has become a classic in its own right: a standard against which all other versions of The Iliad are compared. Fitzgerald's work is accessible, ironic, faithful, written in a swift vernacular blank verse that makes Homer live as never before (Library Journal).

This edition includes a new foreword by Andrew Ford. (less)",
1103,Snow Flower and the Secret Fan,Lisa See,4.07,eng,269,297533,14935,2/21/2006,Random House,"Gripping listeners and readers for more than 2,700 years, 'The Iliad' is the story of the Trojan War and the rage of Achilles. Combining the skills of a poet and scholar, Robert Fagles brings the energy of contemporary language to this enduring heroic epic.

If 'The Iliad' is the world's greatest war story, then 'The Odyssey' is literature's greatest evocation of every man's journey through life. Here again, Fagles has performed the translator's task magnificently, giving us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.

Each volume contains a superb introduction with textual and critical commentary by renowned classicist Bernard Knox. (less)",
1110,The Broker,John Grisham,3.78,eng,422,72361,2334,9/26/2006,Delta,"One of the foremost achievements in Western literature, Homer's Iliad tells the story of the darkest episode of the Trojan War. At its center is Achilles, the greatest warrior-champion of the Greeks, and his conflict with his leader Agamemnon. Interwoven in the tragic sequence of events are powerfully moving descriptions of the ebb and flow of battle, the besieged city of Ilium, the feud between the gods, and the fate of mortals.

E. V. Rieu’s acclaimed translation of Homer’s Iliad was one of the first titles published in Penguin Classics, and now has classic status itself. For this edition, Rieu’s text has been revised, and a new introduction and notes by Peter Jones complement the original introduction. (less)",
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,eng,1344,11208,1237,7/12/1975,Vintage,"Focusing on the closing days of the Trojan War, this novel incorporates the same epic cast of gods and warriors from The Odyssey. From the kidnapping of Helen from her Greek home to the death of Achilles's companion, the battle rages between two warring nations and the gods who protect both sides. Thrilling in content, but literate and subtle in its meaning, ""The Iliad"" remains a classic among classics. (less)",
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320,28,1,7/25/2006,Ballantine Books,"Sing to me of the man, Muse, the man of twists and turns
driven time and again off course, once he had plundered
the hallowed heights of Troy.

So begins Robert Fagles' magnificent translation of the Odyssey, which Jasper Griffin in The New York Times Review of Books hails as ""a distinguished achievement.""

If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance.

In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.

Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.

This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.

--

Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation. (less)",
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,en-US,201,3877,275,6/10/1999,HarperCollins Publishers  Inc.,"Librarian's Note: an alternate cover edition for this ISBN can be found here.

The Odyssey"" is a classical epic poem about the events following the fall of Troy and the end of the Trojan War which is generally thought to have been written at the end of the 8th century BC. The story centers on Odysseus and his ten year journey to reach his home of Ithaca, following the Trojan War. Odysseus's death is assumed during this long absence, and his wife Penelope and son Telemachus must deal with a group of suitors, the Proci, who compete for Penelope's hand in marriage. Generally attributed to the ancient Greek poet Homer, ""The Odyssey"" is a sequel to ""The Iliad"" and is considered one of the most important works of classical antiquity. Presented here in this edition is the prose translation of Samuel Butler.

Robert Fitzgerald's is the best and best-loved modern translation of The Odyssey, and the only one admired in its own right as a great poem in English. Fitzgerald's supple verse is ideally suited to the story of Odysseus' long journey back to his wife and home after the Trojan War. Homer's tale of love, adventure, food and drink, sensual pleasure, and mortal danger reaches the English-language reader in all its glory.

The classicist D. S. Carne-Ross explains the many aspects of the poem in his introduction, written especially for this edition, which also features a map, a glossary of names and places, as well as Fitzgerald's own postcript.

Since 1961, more than two million copies of this Odyssey have been sold, and it has been the standard translation for three generations of students and poets. This edition deepens our understanding and enjoyment of the greatest of all epic poems. (less)",
